Job_Number,Name_of_Work,Contractor,BR_Number,Gross,Nett,Deduction,Category
012-19-000052,Consultancy services for Construction Supervision Project Management and Quality Control for 2 works in Dasarahalli Division Package -04, CIVIL TECH LABS,156.0,272000.0,244800.0,27200.0,
012-19-000055,Consultancy services for Construction Supervision Project management and Quality control for the 2 works in Dasarahalli Division Package -02, CIVIL TECH LABS,158.0,247832.0,223049.0,24783.0,
012-19-000055,Consultancy services for Construction Supervision Project management and Quality control for the 2 works in Dasarahalli Division Package -02, CIVIL TECH LABS,,247832.0,0.0,0.0,
012-19-000053,Consultancy services for Construction Supervision Project management and Quality control for the 2 works in Dasarahalli Division Package -03, CIVIL TECH LABS,157.0,202830.0,182547.0,20283.0,
012-19-000053,Consultancy services for Construction Supervision Project management and Quality control for the 2 works in Dasarahalli Division Package -03, CIVIL TECH LABS,,202830.0,0.0,0.0,
012-19-000053,Consultancy services for Construction Supervision Project management and Quality control for the 2 works in Dasarahalli Division Package -03, CIVIL TECH LABS,,202830.0,0.0,0.0,
012-19-000053,Consultancy services for Construction Supervision Project management and Quality control for the 2 works in Dasarahalli Division Package -03, CIVIL TECH LABS,,202830.0,0.0,0.0,
098-18-000081,"Consultancy services for Construction Supervision, Project Management and Quality Control for the works in Ward No.98 (2 Works). ",CIVIL SHINE ENGINEER,35.0,341000.0,306900.0,34100.0,
196-19-000046,"Consultancy services for Construction supervision, Project Management and Quality Control for the works in ward no 196 Package 3 (13 Works)",Civil Quality Consultants and Engineers9886998316,BR - 000218 / 22-Nov-2019CBR - / Rtgs - 000044 / 26-May-2021,227500.0,204750.0,22750.0,
005-21-000007,"Consultancy services for Construction supervision, project Management and Quality Control (PMC) for the works of Installation of CC Camera in Ward No. 05 Byatarayanapura Sub Division", CIVIL PRO,170.0,195000.0,175500.0,19500.0,
098-18-000083,Consultancy services for Preparation of Detailed Project Report for the works in Ward No. 98 (1 Works)., CIVIL AIM CONSULTAN,253.0,145000.0,130500.0,14500.0,
098-18-000082,Consultancy services for Preparation of Detailed Project Report for the works in Ward No.98 (2 Works), CIVIL AIM CONSULTAN,202.0,338000.0,298166.0,39834.0,
108-19-000020,Consultancy services for Preparation of Detailed Project for the Work in Ward No 108(2 Works).,M/s. Civil Quality Consultants and Engineers,32.0,489000.0,440100.0,48900.0,
098-19-000018,Consultancy services for Preparation of Detailed Project for the Work in Ward No 98(2 Works).,M/s. Civil Quality Consultants and Engineers,33.0,490000.0,441000.0,49000.0,
012-19-000053,Consultancy services for Preparation of Detalled project report for the work in ward no.12 Dasarahalli Division Package -04,M/S Silicon Consulting Engineers,42.0,315000.0,278160.0,36840.0,
001-20-000118,Consultancy services for Project Management Consultancy FOR THE WORK OF Improvements and Development to Shivanahalli Village surrounding area in ward no 01 Yelahanka Constituency,NEWZEN CONSULTANTS B,138.0,495000.0,445500.0,49500.0,
188-17-000037,"Consultancy services for construction supervision, project management and quality control of works in ward No. 174, 175, 186, 187, 188, 189, 191 and 193 of Bommanahalli Division",M/S RBI TECHNICAL SERVICES9845036062,BR - 000079 / 12-Jun-2018CBR - 006184 / 04-Oct-2018Rtgs - 000227 / 12-Oct-2018,666264.0,652273.0,13991.0,
188-17-000032,"Consultancy services for construction, supervision, project management and quality control for the developmental works (Package No. BH-07) in Bommanahalli Zone",M/s RBI TECHNICAL SERVICES9845036062,BR - 000078 / 12-Jun-2018CBR - 006185 / 04-Oct-2018Rtgs - 000227 / 12-Oct-2018,851000.0,833129.0,17871.0,
101-19-000050,Consultancy services for preparation of Detailed Project report for the work of Development of Audiuns Gallary work and other development works at Kempegowda Stadiun in ward No.101 Kamakshipalya.,M/s Nandish Associates,49,188800.0,166160.0,22640.0,
141-19-000046,Consultancy services for preparation of Detailed Project report for the work of Establishment of Dialysis Centre in Azadnagar ward no 141,M/s H & P Consultants,52.0,171100.0,150570.0,20530.0,
003-21-000043,"Consultancy services for preparation of Detailed project Report (DPR ) the works in ward no:03 Package-05(a) 1)Comprehensive Development of Adithyanagara Chikkabettahalli and surrounding areas in Attur ward no:03 2)Comprehensive Development of Jyothinagara, Munishamappa layout Avikya layout and surrounding areas in Attur ward no:03","VSR Civil Infra PVT. LTD., Engineering project Consultants  ",130.0,383000.0,344700.0,38300.0,
014-18-000012,Consultancy services for preparation of detailed project report (DPR) for the 2 works of ward NO.14 (project Division) Dasarahalli Zone (package - 1) ,"M/s Newzen Consultants,      ",3.0,150000.0,135000.0,15000.0,
001-21-000015,Consultancy services for preparation of detailed project report (DPR) for the work of Improvements to kalyani at yelahanka lake in Kempegowda ward no 01,Shriya Construction and Consultancy,137.0,96000.0,86400.0,9600.0,
137-19-000014,Consultancy services for preparation of detailed project report for the work of Constructiion of Dialysis Centre Building in Rayapuram ward no 137.,M/s Aakara Consultants,84.0,195000.0,187200.0,7800.0,
037-20-000035,Consultancy services for project management including supervision and quality control for Construction of Individual Houses In Ward No 16 and 37 RR Nagar Constituency,CIVIL ONE ENGINEERS ,18.0,468000.0,421200.0,46800.0,
017-20-000021,Consultancy services for project management including supervision and quality control for Construction of Individual Houses In Ward No 17 RR Nagar Constituency,CIVIL ONE ENGINEERS ,16.0,475000.0,427500.0,47500.0,
012-19-000058,Consultency services for Construction Supervision project management and Quality control for 2 works in dasarahalli division Package-01, CIVIL TECH LABS,159.0,280000.0,252000.0,28000.0,
030-18-000038,Consultrency services for the Preparation of detailed Project Report (DPR) for Construction Multipurpose building at EWS Quarters premisses 1st Main Vinobhanagara in ward no 30, BHADYA ENGINEERING,16,87610.0,78849.0,8761.0,
159-18-000040,DEPO Collection in Ward No 159,S. Mohith Gowda,506.0,385300.0,344234.0,41066.0,
033-17-000059,DETAILED ESTIMATE FOR DEMOLISHING OF WATER TANKER IN WARD NO 33,Narasimhamurthy,351.0,165013.0,165013.0,0.0,
195-18-000040,DEVELOPMENT OF WORKS AT SC/ST BENIFICIARIES AREA AT BEERESHWARA NAGARA SURROUNDING IN WARD NO 195,M/s KRIDL8497856286,BR - 000049 / 02-May-2018CBR - 001615 / 19-May-2018Rtgs - 000061 / 22-May-2018,3994200.0,3411600.0,582600.0,
195-18-000041,DEVELOPMENT OF WORKS AT SC/ST BENIFICIARIES AREA AT CHUNCHAGHATTA SURROUNDING IN WARD NO 195,M/s KRIDL9343728241,BR - 000032 / 30-Apr-2018CBR - 001806 / 24-May-2018Rtgs - 000068 / 02-Jun-2018,2998000.0,2570190.0,427810.0,
195-18-000039,DEVELOPMENT OF WORKS AT SC/ST BENIFICIARIES AREA AT KOANAKUNTE SURROUNDING IN WARD NO 195,M/s KRIDL8497856286,BR - 000188 / 27-Jul-2018CBR - 005246 / 14-Aug-2018Rtgs - 000181 / 25-Aug-2018,2993280.0,2629380.0,363900.0,
060-18-000058,DEVELOPMENTAL WORKS IN PK COLONY AND SURROUNDING AREA IN WARD NO 60 SAGAYAPURAM,M/s KRIDL ,111,2486080.0,2256884.0,229196.0,
192-12-000030,DRILLING OF BORE WELLS AND ERRECTION OF PUMP AND MOTER TO EAST AND WEST SIDE OF BEGUR WARD NO 192,N Jagadish9342540302,BR - 000221 / 16-Feb-2016CBR - 005961 / 16-Sep-2017Rtgs - 000225 / 20-Sep-2017,1152846.0,979896.0,172950.0,
192-12-000031,DRILLING OF BORE WELLS AND ERRECTION OF PUMP AND MOTOR TO NORTH AND SOUTH SIDE OF BEGUR WARD NO 192,N Jagadish9342540302,BR - 000222 / 16-Feb-2016CBR - 002776 / 08-Jun-2017Rtgs - 000092 / 09-Jun-2017,1302750.0,1112085.0,190665.0,
157-20-000006,Debris clearance for 2018-19 in ward no 157,SRIDHAR  H,85,1049931.0,1049931.0,0.0,
158-20-000004,Debris clearance for 2018-19 in ward no 158in ward no 158,ASHOKA NN           ,83,1049931.0,1049931.0,0.0,
163-21-000005,Debris clearance for BBMP Property and Development work in ward no 163,VIJAY,70.0,1999100.0,1836102.0,162998.0,
097-19-000001,Demolition of temporary shed and construction of compound wall to BBMP land in Ambedkar nagar in ward no 97,Sathya ,49.0,154920.0,147936.0,6984.0,
158-20-000038,Depo Collection and providing special Gangman in ward no 158,SUNIL G,89,787300.0,721616.0,65684.0,
180-20-000001,Depo Collection in Ward No 180,KASIRALA DIWAKAR,147,452480.0,392872.0,59608.0,
165-18-000033,Depo Collection in Ward No.165, MANJUNATH & CO (PRO,240,467100.0,403800.0,63300.0,
167-18-000052,Depo Collection in Ward No.167,SATISH R,220,519073.0,462000.0,57073.0,
180-18-000025,Depo Collection in Ward No.180,G R AMARNATH,150,476750.0,423500.0,53250.0,
167-20-000054,Depo Collection in ward no 167,HEMANTHA H Y,158,522220.0,475725.0,46495.0,
160-20-000102,Depo collection in Ward No 160 Rajarajeshwari Nagar,GOUTHAM CONSTRUCTION,42.0,986278.0,817900.0,168378.0,
167-19-000040,Depo collection in ward no 167,RAVIRAJU ENTERPRISES,73,518500.0,472351.0,46149.0,
134-17-000008,Depo collectionn in Bapujinagara in ward NO 134 for the year 2016-17,M Mallappa,175,429800.0,390688.0,39112.0,
076-19-000020,Depot Collecting for the Year 2017-2018 in Ward No.76-Gayathrinagara,NAVEENA G,153.0,152785.0,146060.0,6725.0,
066-19-000037,Depot Collection (Jelly and Dust) for the year 2018-19 in Ward No -66 Subramanyanagar,Sri Hemanth GM ,104.0,382080.0,358995.0,23085.0,
060-19-000318,Depot Collection and Pre cast slab collection in ward no 60 Sagayapuram,K HARISH KUMAR,33,884484.0,823057.0,61427.0,
032-20-000094,Depot Collection and Precast Slab Collection in Ward No. 32 Kavalabyrasandra .,Mr  RAJESH  H B,126.0,393535.0,344189.0,49346.0,
047-20-000258,Depot Collection and Precast Slab Collection in Ward No. 47 D J Halli.,SUJATHAG.V.,43.0,670680.0,606224.0,64456.0,
078-20-000025,Depot Collection and Precast Slab Collection in Ward No. 78 Pulikeshinagara.,NAGESHGADDURKRISHNAP,60.0,710278.0,664785.0,45493.0,
031-18-000060,Depot Collection and Precast slab collection in ward No.31,P. Manith,71.0,672713.0,628501.0,44212.0,
032-18-000061,Depot Collection and Precast slab collection in ward No.32,DAMODARKN,173.0,757457.0,705000.0,52457.0,
048-18-000046,Depot Collection and Precast slab collection in ward No.48,T. Nataraj,1,706700.0,661070.0,45630.0,
060-18-000550,Depot Collection and Precast slab collection in ward No.60,Smt. Anitha Madhu,13,708121.0,662390.0,45731.0,
061-18-000065,Depot Collection and Precast slab collection in ward No.61,S.T. Lokesha,133.0,773420.0,739145.0,34275.0,
078-18-000064,Depot Collection and Precast slab collection in ward No.78 ,T. Nataraj,106.0,709328.0,656037.0,53291.0,
045-19-000077,Depot Collection and Supply of Emulsion in Ward No.45 ,N S RAJU,127.0,239120.0,229288.0,9832.0,
177-18-000014,Depot Collection and Supplying of Emulsion Barrel in ward No. 177 JP Nagara,Sri Venkateshwara Constructions (Prop K Lokaraju),49.0,369470.0,335114.0,34356.0,
047-18-000086,Depot Collection and precast slab collection in ward no 47,Shiridi Putta,334.0,738150.0,678768.0,59382.0,
047-19-000075,Depot Collection and precast slab collection in ward no 47 D.J.halli,aradhya engineering constructions,59.0,999154.0,877264.0,121890.0,
172-18-000029,Depot Collection for the Year 2017-18 in Ward NO.172 Madiwala..,KC SRINIVASA,141,189726.0,162032.0,27694.0,
095-18-000049,Depot Collection for the Year 2017-18 in Ward No 95. ,Venkatadri K,244,849824.0,767988.0,81836.0,
172-19-000058,Depot Collection for the Year 2018-19 in Ward NO.172 Madiwala,JAGADISHKM,100,466704.0,447620.0,19084.0,
088-19-000025,Depot Collection for the Year 2018-19 in Ward No.88 Jeevanbhimanagara,MALAYAN P,113.0,262293.0,234514.0,27779.0,
172-20-000063,Depot Collection for the Year 2019-20 in Ward NO.172 Madiwala,UTHKRISHTAASSOCIATES,134,473245.0,410955.0,62290.0,
147-18-000062,Depot Collection for the year 2017-18 in Ward No. 147 Adugodi,MARUTHI CONSTRUCTION,171.0,442680.0,405127.0,37553.0,
148-18-000028,Depot Collection for the year 2017-18 in Ward No. 148 Ejipura,M  KUMAR,170,461750.0,427928.0,33822.0,
089-20-000055,Depot Collection for the year 2019-20 in Ward No. 89 Jougupalya.,T NATARAJ,72.0,493900.0,411040.0,82860.0,
099-17-000041,Depot Collection in Ward No. 99,MANJUNATHA K,162.0,427800.0,386764.0,41036.0,
166-20-000008,Depot Collection in Ward No.166,SURESH B N          ,98.0,452480.0,398215.0,54265.0,
177-20-000083,Depot Collection in ward No. 177,YOGESHA B R,45.0,398981.0,361551.0,37430.0,
178-20-000052,Depot Collection in ward No. 178,PRASHANTH KUMAR H,46.0,426465.0,368249.0,58216.0,
041-20-000010,Depot Collection in ward no 41,MUNIRAJU B,191.0,846811.0,813906.0,32905.0,
154-18-000029,Depot Collection in ward no-154,Sri. Ravindra.D,,398011.0,0.0,0.0,
062-20-000070,Depot Collection including Cold Tar Mix in Bags for Ward No. 62.,PAVAN V,96.0,1046900.0,1006150.0,40750.0,
090-20-000031,Depot Collection including Cold Tar Mix in Bags for Ward No. 90.,G. Venkatesh,8.0,685100.0,624160.0,60940.0,
090-19-000022,Depot Collection to Ward No:90 ,KEERTHI KUMAR C,59.0,250970.0,241088.0,9882.0,
090-18-000014,Depot Collection to Ward No:90 ,SOWJANYA  M K,163.0,337610.0,319696.0,17914.0,
092-19-000039,Depot Collection to Ward No:92 ,VISHWANATH P,197.0,313264.0,285318.0,27946.0,
092-18-000024,Depot Collection to Ward No:92 ,NAVEEN KUMAR K,106.0,495472.0,476074.0,19398.0,
045-18-000038,Depot Colletion in ward no.45 for the year 2017-18 ,Penchalaih,173.0,148444.0,139514.0,8930.0,
177-20-000013,Depot collection and supplying of emulsion barrel in ward no 177 JP nagar,PRAJNAUTILITYDEVELOP,12.0,508902.0,454528.0,54374.0,
146-18-000019,Depot collection for the year 2017-18 in ward No:146 Lakkasandra,MANJUNATH.K.C,149.0,424220.0,383343.0,40877.0,
152-18-000032,Depot collection for the year 2017-18 in ward No:152 S G Palya,SHANKAR KUMAR,21.0,459462.0,340842.0,118620.0,
176-18-000035,Depot collection for the year 2017-18 in ward No:176 BTM Layout..,KC SRINIVASA,146.0,629247.0,522362.0,106885.0,
146-19-000014,Depot collection for the year 2018-19 in ward No:146 Lakkasandra,PARAMASHIVAIAH K P,201.0,421402.0,368857.0,52545.0,
152-19-000064,Depot collection for the year 2018-19 in ward No:152 S G Palya,JAGADISHKM,18.0,275962.0,223249.0,52713.0,
146-20-000046,Depot collection for the year 2019-20 in ward No 146 Lakkasandra,UTHKRISHTAASSOCIATES,135.0,280376.0,241493.0,38883.0,
176-20-000038,Depot collection for the year 2019-20 in ward No 176 BTM Layout,MATHASHREE CHOWDESHW,38.0,280864.0,240572.0,40292.0,
152-20-000044,Depot collection for the year 2019-20 in ward No:152 S G Palya,N SANTOSH,14.0,274841.0,225132.0,49709.0,
